key,ja,en,ko,zh
INTRO_D001,"ねえ…[w3]まだ着かない…？[w3]
結構ヤバいんだけど…","Hey…[w3] Are we there yet…?[w3]
This is getting pretty bad…","저기…[w3] 아직 멀었어…?[w3]
꽤 위험한 상황인데…","那个…[w3]还没到吗…？[w3]
情况已经很不妙了…"
ED8_D001,"着いた！？ [w3]
ちょっと行ってくるからっ…[w3]
待ってて…！",We're here!?[w3] I'll be right back…[w3] Wait here…!,도착했어!? [w3]후딱 다녀올테니까…[w3] 기다려줘…!,"到啦！？[w3]
我去趟厕所…[w3]等我…！"
ED3_D006,"んっ…[w3][wv][fs12]はああああああ…[/fs][/wv][w5]
はあ…[w3]はあ…","Mmh…[w3][wv][fs12]Haaahhh…[/fs][/wv][w5]
Hah…[w3] hah…","읏…[w3][wv] [fs12]하아아아아아아…[/fs][/wv][w5]
하아…[w3] 하아…","唔…[w3][wv][fs12]哈啊啊啊啊啊啊…[/fs][/wv][w5]
哈啊…[w3]哈啊…"
ED3_D007,…[w3]うわっ！[w3][b]でっっっっ[w2]か！！[/b],…[w3]Whoa![w3][b] It's so[w2] huge!![/b],…[w3]우왓![w3][b] 응가 엄청 굵고 길어…![/b],…[w3]哇！[w3][b]好…[w2]好大！！[/b]
ED4_D007_1,"[fs12]はあ…[w3]はあ…[/fs][w3]
や…[w3]やってしまった…","[fs12]Hah… [w3] hah…[/fs][w3]
I… [w3]I went and did it…","[fs12]하아…[w3] 하아…[w3][/fs]
저…[w3] 저질러버렸다…","[fs12]哈啊…[w3]哈啊…[/fs][w3]
我…[w3]我还是没忍住…"
ED3_D004,[fs11][b][sh]んんんんんんっ…！[/sh][/b][/fs],[fs11][b][sh]Nnngghhh…![/sh][/b][/fs],[fs13][b][sh]흐으으으으응…![/sh][/b][/fs],[fs11][b][sh]唔唔唔唔唔唔…！[/sh][/b][/fs]
ED3_D005,"んっ…[w3][fs12][sh]んんんんっ…！[/sh][/fs][w3]
[wv]お…[w3]おおぅ…[/wv]","Mmh…[w3][fs12][sh]Nngghhh…![/sh][/fs][w3]
[wv]O…[w3]oooh…[/wv]","읏…[w3][fs12][sh] 흐으으응…![/sh][/fs][w3]
[wv]오…[w3] 오옷…[/wv]","唔…[w3][fs12][sh]唔唔唔唔…！[/sh][/fs][w3]
[wv]哦…[w3]哦哦…[/wv]"
ED8_D018,"[fs12][sh][b]んんんんんんっ…[/b][/sh][/fs][w3]
久しぶりのうんち…[w3]
[wv]いっぱい出るぅ…[/wv]","[fs12][sh][b]Nnngghhh…[/b][/sh][/fs][w3]
I haven't pooped in so long… [w3]
[wv]So much is coming out…[/wv]","[fs12][sh]흐으으으응…[/sh][/fs][w3]
오랜만에 응가하는거라…[w3]
[wv]잔뜩 나와아…[/wv]","[fs12][sh][b]唔唔唔唔唔唔…[/b][/sh][/fs][w3]
好久没便便了…[w3]
[wv]出来了好多…[/wv]"
ED4_D007_2,トイレまであとちょっとだったのに…,I was almost there…,화장실까지 거의 다 왔는데…,明明马上就到厕所了…
ED8_D019,"[wv]んっ…[w3]んっ…[w3][sh][fs11][b]
ううううううんんんっ…[/b][/fs][/sh][/wv]","[wv]Mmh…[w3] nngh… [w3][sh][fs11][b]
Nnngghhhh…[/b][/fs][/sh][/wv]",[wv]읏…[w3] 흥…[w3][sh][fs11][b] 후으으으으으으응…[/b][/fs][/sh][/wv],"[wv]唔…[w3]唔…[w3][sh][fs11][b]
呜呜呜呜呜唔…[/b][/fs][/sh][/wv]"
ED3_D009,うっ…[w3]マジか…[w3][b]まだ…[w3]出る…[/b],"Ugh…[w3] oh…[w3]
[b]There's…[w3] still more…[/b]","웃…[w3] 실화냐…[w3][b]
아직 더…[w3] 응가 나오겠는걸…[/b]",呜…[w3]不是吧…[w3][b]还…[w3]还要出来…[/b]
ED8_D010,"[sh][fs9]もううんち我慢できないっ…！[/fs]
[w3]もううんち出るっ…！[w3][b]ここでするっ…！[/b][/sh]","[sh]It… It's coming out…! [w3]
[b]I'll just do it here…![/b][/sh]","[sh]더는 응가 못참앗…![w3]
으… [w3]응가 멋대로 나온닷…![w3]
[b]여기서 싸는 수 밖엔…![/b][/sh]","[sh]已经憋不住了…！[w3]
便便要出来了…！[w3]
[b]就在这里解决…！[/b][/sh]"
ED8_D021,"はあ…[w3]はあ…[w3][fs8][b]スッキリしたぁ…[/b][/fs][w3]
うんち間に合って
ほんとによかったぁ…","Hah… [w3] hah… [w3]
[fs8][b]I feel sooo much better…[/b][/fs][w3]
I'm so glad I made it in time…","하아…[w3] 하아…[w3] 시원하다아…[w3]
응가 안 늦어서 다행이야아…","哈啊…[w3]哈啊…[w3][fs8][b]舒服多了…[/b][/fs][w3]
幸好赶上了，真的太好了…"
ED8_D011,[fs13][b][sh]ううううううんっ…！[/sh][/b][/fs],[fs13][b][sh]Nnngghhh…![/sh][/b][/fs],[fs15][b][sh]으으으으응…![/sh][/b][/fs],[fs13][b][sh]呜呜呜呜呜唔…！[/sh][/b][/fs]
ED8_D020,"んっ…[w3][wv][b][fs11]はああああああ…[/fs][/b][/wv]
[w3]うんち…[w3][b]全部出たぁ…[/b]","Mmh… [w3][wv][b][fs11]Haaahhh…[/fs][/b][/wv]
[w3]It's… [w3][b]finally all out…[/b]","웃…[w3][wv][b][fs11] 하아아아아아아아…[/fs][/b][/wv]
[w3]응가…[w3][b] 전부 나왔다아…[/b]","唔…[w3][wv][b][fs11]哈啊啊啊啊啊啊…[/fs][/b][/wv]
[w3]便便…[w3][b]全都出来了…[/b]"
ED8_D012,"[sh][fs11]んんんんんんっ…！[w3][/fs][/sh][wv]
ああああああ…[/wv]","[sh][fs11]Nnngghhh…! [w3][/fs][/sh][wv]
Aaaahhh…[/wv]","[sh][fs13][b]흐으으으으응…![/b][w3][/fs][/sh]
[wv]아아아아아아…[/wv]","[sh][fs11]唔唔唔唔唔唔…！[w3][/fs][/sh][wv]
啊啊啊啊啊啊…[/wv]"
ED8_D023,"トイレじゃないのに…[w3]
気持ちよくって夢中でうんちしちゃった…",It felt so good that I got completely carried away pooping…,"화장실이 아닌데…[w3]
기분 좋아서 나도 모르게 열중해서 응가해버렸어…","明明不是厕所…[w3]
却因为太舒服，[w3]
拉得太投入了…"
ED8_D013,"んあっ…[w3][wv][fs13]はあああ…[/fs][/wv]
[w3]はあ…[w3]はあ…","Ah… [w3][wv][fs13]Haaah…[/fs][/wv]
[w3]Hah… [w3] hah…","으앗…[w3][wv][fs13] [b]하아아…[/b][/fs][/wv] 
[w3]하아…[w3] 하아…","啊…[w3][wv][fs13]哈啊啊…[/fs][/wv]
[w3]哈啊…[w3]哈啊…"
ED8_D014,やっと…[w3]うんちできた…,Finally… [w3] I pooped…,드디어…[w3] 응가했다…,终于…[w3]拉出来了…
ED8_D015,"[fs9]ギリギリまで我慢してたから…[w3]
すごい勢いで出ちゃった…[/fs]",[fs9]I held it until the very last second… [w3]It came out with so much force…[/fs],"아슬아슬할 때까지 참아서
그런가…[w3] 응가가 엄청난 기세로
나왔네…","[fs9]可能是忍到最后一刻的关系…[w3]
一下子全冲出来了…[/fs]"
ED8_D024,"しかもこんなにたくさん…[w3]
これ…[w3]どうしよう…","So much came out… [w3]
What… [w3] should I do…?","게다가 이렇게나 잔뜩…[w3]
이거…[w3] 어떡하지…","而且还拉了这么多…[w3]
这下…[w3]该怎么办…？"
ED8_D016,"[fs15]あっ…[/fs][w3][fs13]まだ…[/fs][w3][fs11]
うんち…[/fs][w3][b][fs9]出る…[/fs][/b]",[fs15]Ah… [/fs][w3][fs13]There's… [/fs][w3][fs11]still more… [/fs][w3][b][fs9]coming out…[/fs][/b],"앗…[w3] 아직…[w3] 응가…[w3][b]
더… [w3]나올 것 같아…[/b]","[fs15]啊…[/fs][w3][fs13]还有…[/fs][w3][fs11]
便便…[/fs][w3][b][fs9]要出来…[/fs][/b]"
INTRO_D005_2,[b]何か別のこと考えなきゃ…！[/b],[b]I need to think about something else…![/b],"[b]차라리 뭔가 다른 생각을
하는게…![/b]",[b]得想点别的事情才行…！[/b]
ED8_D017,"[sh][fs13]んっ…[w3]んんっ…[/fs][/sh][w3]
うんち…[w3][b][fs11]太い…[/fs][/b]","[sh]Mmh…[w3]nngh…[/sh][w3]
It's… [w3][b][fs11]so thick…[/fs][/b]",[sh]읏…[w3] 으응…[/sh][w3] 응가…[w3][b][fs13] 굵어…[/fs][/b],"[sh]唔…[w3]唔唔…[/sh][w3]
便便…[w3][b][fs11]好粗…[/fs][/b]"
ED5_D015,"それとさ…[w3]ティッシュ…[w3]
持ってる…？",And…[w3] do you… [w3]have any tissues…?,그리고…[w3] 혹시…[w3] 휴지…[w3] 있어…?,对了…[w3]纸巾…[w3]你有吗…？
ED5_D014,"…[w3]終わったよ…[w3]全部出た…[w3]
ほんとにごめんね…[w3]
こんなところ見せちゃって…","… [w3]It's over… [w3]It's all out…[w3]
I'm really sorry… [w3]you had to see me like this…",…[w3]끝났어…[w3] 응…[w3] 다 눴어…[w3] 미안…[w3] 이런 모습 보여줘서…,"…[w3]结束了…[w3]全都出来了…[w3]
真的对不起…[w3]
让你看到我这副样子…"
INTRO_D005_1,[sh]ダメ…[w3]意識すればするほどしたくなっちゃう…[/sh],"[sh]No…[w3]The more I think about it, the more I need to go…[/sh]","[sh]안 돼…[w3] 의식하면 할수록
더 마려워져…[/sh]","[sh]不行…[w3]越是在意，[w3]
就越想上厕所…[/sh]"
ED5_D013,"[sh]んっ…[/sh][w3]
[wv][fs13][b]はああああああ…[/b][/fs][/wv]","[sh]Mmh…[/sh][w3]
[wv][fs13][b]Haaahhh…[/b][/fs][/wv]",[sh]읏…[/sh][w3][wv][fs13][b] 하아아아아아…[/b][/fs][/wv],"[sh]唔…[/sh][w3]
[wv][fs13][b]哈啊啊啊啊啊啊…[/b][/fs][/wv]"
ED5_D012,[fs15][b][sh]ううううううんんんんんんっ…！[/sh][/b][/fs],[fs15][b][sh]Nnngghhhh…![/sh][/b][/fs],[fs15][b][sh]흐으으으으으으응…![/sh][/b][/fs],[fs15][b][sh]呜呜呜呜呜唔…！[/sh][/b][/fs]
ED5_D011,"[fs12][b][sh]ふぅっ…[w3]んんっ…！[w3]
うんっ…！[/sh][w3]
[sh2]ううううんっ…！[/sh2][/b][/fs]","[fs12][b][sh]Hnngh…[w3]nngh…! [w3]
Mmh…![/sh][w3] [sh2]Nnngghhh…![/sh2][/b][/fs]","[sh2][fs12][b]후읏…[w3] 흐응…![w3] 읏…![w3] 
흐으으으응…![/b][/fs][/sh2]","[fs12][b][sh]呼…[w3]唔…！[w3]唔…！[/sh][w3]
[sh2]呜呜呜唔…！[/sh2][/b][/fs]"
ED5_D010,[sh]んっ…[w3][fs13]んんっ…[/fs][/sh],[sh]Mmh…[w3][fs13]nngh…[/fs][/sh],[sh]읏…[w3] [fs13]끄흐으으응…[/fs][/sh],[sh]唔…[w3][fs13]唔…[/fs][/sh]
ED6_D001,"ふ…[w3]袋…！[w3]早くっ…！[w3]
[b][sh]も…[w3]漏れるっ…！[/sh][w3]
[fs12]後部座席でする！[/fs][/b]",B…[w3]bag…![w3] Hurry…![w3] [b][sh]I…[w3]I'm gonna poop myself…![/sh][w3] [fs12]I'll do it in the back seat![/fs][/b],"비…[w3] 비닐 봉지…![w3] 빨리…![w3]
[b][sh]나…[w3] 나올 것 같아…![/sh][w3]
뒷좌석에서 그냥 쌀래![/b]","塑…[w3]塑料袋…！[w3]快点…！[w3]
[b][sh]要…[w3]要拉出来了…！[/sh][w3]
[fs12]我要在后座解决！[/fs][/b]"
ED3_D013_2,お尻…[w3][b]気持ちいい…♥[/b],"My butt…[w3]
[b]FEELS SO GOOD…♥[/b]","[b]뱃속이 비워지는 이 느낌… [w3]
엄청 기분 좋아아…♥[/b]",屁股…[w3][b]好舒服…♥[/b]
ED3_D013_1,"[wv]んんんんんんっ…[/wv][w3]
いっぱい出るっ…[w3]","[wv]Nnngghhh…[/wv][w3]
So much is coming out…[w3]","[wv]후으으으으으응…[/wv][w3]
응가가 끝도없이 나오네…[w3]","[wv]唔唔唔唔唔唔…[/wv][w3]
拉出来好多…[w3]"
ED6_D003,"[sh]んっ…[w3]くっ…！[w3][/sh]
うんち…[w3][b][sh]出ちゃうっ…！[/sh][/b]","[sh]Mmh…[w3] ngh…![w3]
[b]It's coming out…![/b][/sh]",[sh]읏…[w3] 끄응…![w3][/sh] 응가…[w3][b][sh] 나온닷…![/sh][/b],"[sh]唔…[w3]呜…！[w3][/sh]
便便…[w3][b][sh]要出来了…！[/sh][/b]"
ED6_D002,ほんとにごめんっ…！[w3]でも…[w3][b][fs11]もう我慢できないの…！[/fs][/b],I'm really sorry…![w3] But…[w3] [b][fs11]I can't hold it anymore…![/fs][/b],"진짜 미안…![w3] 근데…[w3][b]
[fs11]더는 응가 못 참을 것 같아…![/fs][/b]","真的对不起…！[w3]
可是…[w3][b][fs11]我真的忍不住了…！[/fs][/b]"
ED6_D005,"[sh][b][fs12]んんっ…！[/fs][/b][w3]
[wv]ああああああ…[/wv][/sh]","[sh][b][fs12]Nngh…![/fs][/b][w3]
[wv]Aaaahhh…[/wv][/sh]",[sh][b][fs12]으읏…![/fs][/b][w3][/sh][wv] 아아아아아아아…[/wv],"[sh][b][fs12]唔…！[/fs][/b][w3]
[wv]啊啊啊啊啊啊…[/wv][/sh]"
ED6_D004,[b][sh]ううううううんんんっ…！[/sh][/b],[b][sh]Nnngghhhh…![/sh][/b],[b][sh][fs13]흐으으으으으응…![/fs][/sh][/b],[b][sh]呜呜呜呜呜唔…！[/sh][/b]
ED6_D007,[fs7]く…[w3]くっさ…！[/fs][w3]密室でうんちするとこんなにくさいの…！？,[fs7]I-It…[w3] reeks…![/fs][w3] There's nowhere for the smell to go…!,[fs7]내…[w3] 냄새 구렷…![/fs][w3] 밀폐된 곳이라 이렇게 냄새나는건가…!?,[fs7]好…[w3]好臭…！[/fs][w3]在这种密闭空间里便便，原来会这么臭吗…！？
ED1_D001_1,家に着いた！？[w3]良かった…,We're home?![w3] Thank goodness…,도착했다…![w3] 다행이야…,到家了！？[w3]太好了…
ED1_D013_1,"間に合ってよかったぁ…[w3]
それに、[w3]限界まで我慢した
あとのうんちって…","I'm so glad I made it…[w3]
And,[w3] after holding it in
to the absolute limit,","안 늦어서 다행이야…[w3]
그리고,[w3] 한계까지 참았다가
응가하는 거…","幸好赶上了…[w3]
而且，[w3]憋到极限之后
再便便的话…"
ED4_D014_1,"うわ…[w3]お外なのにこんなに
いっぱい出しちゃった…",Whoa… [w3] I can't believe I pooped this much out here…,"우왓…[w3] 밖에서 엉덩이 까고
이렇게나 잔뜩 응가했어…",哇…[w3]居然在外面拉了这么多…
ED6_D006,や…[w3]やっちゃった…[w3]車の中でうんちしちゃった…！,I…[w3]I really went and did it…[w3] I pooped in the car…!,"아으으… [w3]결국…[w3] 저질렀어…[w3]
차 안에서 응가를…!","我…[w3]我还是没忍住…[w3]
在车里拉出来了…！"
ED1_D001_2,[sh]は…[w3]早くっ…[w3]トイレっ…！[/sh],[sh]H…[w3]hurry…[w3] the bathroom…![/sh],[sh]빠…[w3] 빨리…[w3] [b]화장실…![/b][/sh],[sh]快…[w3]快点…[w3]去厕所…！[/sh]
ED6_D009,ヤダぁ…[w3]まだ…[w3]でそう…,No…[w3] there's…[w3] still more…,"아읏…[w3] 아직…[w3] 응가… [w3]
[b]한참 더 나올 것 같아…[/b]",不要…[w3]还…[w3]还要出来…
ED4_D014_3,これじゃパンツ捨てて帰るしかないな…[w3]サイアクだよ…,I'll have to throw my panties away before going home…,팬티도 버리고… [w3]이 나이에 밖에서 응가를… [w3][fs7]훌쩍…[/fs][w3] 최악이야 진짜…,这样只能把内裤扔掉再回去了…[w3]太糟糕了…
ED6_D008,"ほんっっとにごめんっ…！[w3]
窓開けた方がいいかも！","I'm so, so sorry…![w3] Maybe we should open a window!",지이이인짜 미안해…![w3] 창문 여는게 좋을지도…,"真的真的对不起…！[w3]
最好把车窗打开！"
ED1_D013_2,[fs12]結構[w3]気持ちいいかも…♥[/fs],[fs12]Pooping feels actually pretty[w3] good…♥[/fs],[fs12]제법[w3] 기분 좋은걸…♥[/fs],[fs12]感觉还挺[w3]舒服的…♥[/fs]
ED4_D014_2,パンツにもたくさん…,And there's so much in my panties too…,팬티 안에도 응가가 잔뜩…,内裤里也拉了好多…
ED2_D014_2,"ていうかうんち出すぎ…！[w3]
どんだけ溜まってたんだ…","And I pooped so much…![w3]
How much was I holding in…?","게다가 응가 너무 많이 나왔어…![w3]
얼마나 쌓여 있었던 거야…","而且便便也太多了…！[w3]
我到底攒了多少啊…"
ED2_D014_1,"やっちゃった…[w3]
パンツに全部出しちゃった…[w3]
頑張って我慢したのに…",I messed up…[w3] I pooped my pants…[w3] Even after trying so hard to hold it…,"저질렀다…[w3] 팬티에 완전히
다 싸버렸어…[w3]
기껏 열심히 참았는데…","完蛋了…[w3]
全都拉在内裤里了…[w3]
明明都拼命忍到这里了…"
ED7_D008,"やだ…[w3]どんどん出てくる…[w3]
それに…[w3]すごくクサい…！",Nooo…[w3] it keeps coming out… [w3]And… [w3]it reeks…!,"싫어어…[w3] 계속 나와아…[w3]
게다가…[w3] 냄새 엄청 구려…!","不要…[w3]还在不停地往外冒…[w3]
而且…[w3]好臭…！"
ED7_D009,"[sh]うあ…[/sh][w3]スパッツの中で
うんちが…[w3]気持ち悪いよ…",There's poop in my leggings… [w3]It feels so gross…,"[sh]우앗…[/sh][w3] 스패츠 안에 응가가…[w3]
엄청 찝찝해…","[sh]呜啊…[/sh][w3]紧身裤里全是便便…[w3]
好恶心…"
ED7_D006,"…！[w3] ほんっっ[w3]とにごめん…[w3]
うんち…[w3][fs9]まだ…[/fs][w3][fs8]出る…[/fs]",…![w3] I'm really sorry… [w3]I think… [w3][fs9]there's still… [/fs][w3][fs8]more… [w3][/fs][fs7]coming out…[/fs],"…![w3] 진짜 미안해…[w3]
응가…[w3][fs9]아직…[/fs][w3][fs8]더… [w3][/fs][fs7]나올 것 같아…[/fs]","…！[w3]真…[w3]真的对不起…[w3]
便便…[w3][fs9]还没…[/fs][w3][fs8]拉完…[/fs]"
ED7_D007,"[sh][b]んっ…[w3]ううんっ…
[w3][fs12]ううううううんっ…！[/fs][/b][/sh]","[sh][b]Mmh…[w3]nngh…
[w3][fs12]Nnngghhh…![/fs][/b][/sh]","[sh][b]읏…[w3] 흐으응…[w3]
[w3][fs12]후으으으으응…![/fs][/b][/sh]","[sh][b]唔…[w3]呜唔…
[w3][fs12]呜呜呜呜呜唔…！[/fs][/b][/sh]"
ED8_D022_2,トイレまで我慢できなくてバケツにうんちしちゃった…,"I couldn't hold it, so I ended up pooping in a bucket…","화장실까지 못 참아서 통에다가
응가해버렸는걸…","没能忍到厕所，[w3]
结果在水桶里便便了…"
ED7_D004,"[sh]う…[w3]うそ…[/sh][w3]うんち…[w3]出てる…[w3]
うんち…[w3]漏らしちゃった…！",[sh]H…[w3]huh…?[/sh][w3] It…[w3] just…[w3] came out… [w3][b]I…[w3]I pooped myself…![/b],"[sh]어…[w3] 어어…?[/sh][w3] 응가…[w3] 멋대로…[w3]
나왔어…[w3] [b]응가…[w3] 지려버렸어…![/b]","[sh]不…[w3]不会吧…[/sh][w3]便便…[w3]出来了…[w3]
我…[w3]拉在裤子里了…！"
ED7_D005,"ご…[w3]ごめん…[w3]うんち…[w3]
[b][spd5]我慢できなかった…[/b]","S…[w3]sorry…[w3] 
I…[w3][b][spd5]I couldn't hold it…[/b]",미…[w3] 미안해…[w3] 응가…[w3] 못 참았어…,"对…[w3]对不起…[w3]便便…[w3]
[b][spd5]我没忍住…[/b]"
ED8_D022_1,"…あれ？[w3]
これ間に合ってないよね…？","…Huh?[w3] 
That doesn't count as making it in time, does it…?",…[w5]아니…[w3] 잘 생각해보니 안 늦은건 아니잖아…?,"…咦？[w3]
这根本不算赶上了吧…？"
ED7_D003,[w3]…[w5]！？,[w3]…[w5]!?,[w3]…[w5]!?,[w3]…[w5]！？
ED7_D001,"[sh]あと少し…[w3]あと少しっ…！[/sh][w3]
もうすぐ家に付くからっ…！",[sh]Just a little longer… [w3] I can make it… [w3]I'm almost home…![/sh],"[sh]조금만 더…[w3] 참으면…[w3]
곧 있으면 집에 도착이야…![/sh]","[sh]再坚持一下…[w3]再坚持一下…！[/sh][w3]
马上就到家了…！"
ED6_D015_2,車ににおい付いちゃうかも…[w3]サイアク…,The smell might stay in the car…[w3] This is the worst…,"이 정도면…[w3] 한동안 차에 냄새
밸지도 모르겠어…","车里可能会留下味道…[w3]
太糟糕了…"
ED6_D015_1,それに…[w3]くさすぎだよぉ…,And…[w3] it smells way too bad…,게다가…[w3] 냄새도 엄청 지독해…,而且…[w3]也太臭了…
ED2_D012,[spd5][sh][b][fs11]んんんんんんっっ…！[/fs][/b][/sh],[fs11][sh][b]Nnngghhh…![/b][/sh][/fs],[sh][fs13][b]흐으으으으응…![/b][/fs][/sh],[fs11][sh][b]嗯嗯嗯嗯嗯嗯…！[/b][/sh][/fs]
ED2_D013,[wv][fs12]はああああああ…[/fs][/wv],[wv][fs12]Haaahhh…[/fs][/wv],[wv][fs12]하아아아아아아…[/fs][/wv],[wv][fs12]哈啊啊啊啊啊啊…[/fs][/wv]
ED2_D010,[wv]はあっ…[w3]はあっ…[/wv],[wv]Hah…[w3] hah…[/wv],[wv]하아…[w3] 하아…[/wv],[wv]哈啊…[w3]哈啊…[/wv]
ED2_D011,[fs15]あ…[/fs][w3][fs13]まだ…[/fs][w3][b][sh]出る…[/sh][/b],[fs15]Ah…[/fs][w3][fs13] There's still…[/fs][w3][b][sh]more coming out…[/sh][/b],"[fs15]앗…[/fs][w3] [fs13]응가 또…[/fs][w3][b][sh]
나올 것 같아…[/sh][/b]",[fs15]啊…[/fs][w3][fs13]还有…[/fs][w3][b][sh]要出来…[/sh][/b]
